"8 Asian billionaires aged over 90, including Mistry, control $125bn","Eight Asian billionaires aged 90 or above on the Bloomberg Billionaires Index of world's 500 richest people have a combined net worth of $125 billion. The richest among them is Hong Kong's Li Ka Shing with a net worth of $30.5 billion. India's 90-year-old Pallonji Mistry, who controls 18.3% of Tata Sons through Shapoorji Pallonji Group, is worth $20.1 billion.",
"1,000 kg banned plastic seized from Saravana Bhavan in Chennai","Tamil Nadu food safety officials on Wednesday raided and seized 1,000 kgs of banned plastic items from Hotel Saravana Bhavan in Chennai's Vadapalani. Officials began a surprise check in the branch at 8 am. The state government had banned single-use plastics from January 1 and said the banned items should be handed over at the offices of the city corporation.",
"Shamita Shetty abused, driver slapped after accident: Report","Actress Shamita Shetty was verbally abused and her driver was slapped in an incident of road rage in Mumbai on Tuesday, as per reports. The incident reportedly took place after a motorist who was accompanied by two friends, rammed his vehicle into Shamita's car. The men allegedly manhandled and threatened Shamita's driver when he stepped out to inspect the damage. ",
Trolling has become the norm on social media: Vaani,"Actress Vaani Kapoor said that trolling has become a norm on social media, adding, ""There's no one who hasn't got trolled on social media."" ""Everybody is out there to pull the other person down but it'll only bother [you] if you let it bother you,"" Vaani added. She further said, social media offers a platform ""where people enjoy belittling everybody"". ",
Whoever invented marriage was creepy as hell: Sushmita posts joke,"Actress Sushmita Sen took to Instagram to share a joke on the subject of marriage. ""Whoever invented marriage was creepy as hell. Like I love you so much Iâm gonna get the government involved so you canât leave,"" Sushmita's post read. ""This is an insult to [the] beauty of marriage,"" an Instagram user commented on her post.",
Actor Karanvir Bohra detained in Russia over passport damage,"Television actor Karanvir Bohra, who flew to Russia on Tuesday to attend a film festival, has been detained in Moscow due to passport damage. ""They [are] contemplating to deport me back to India,"" the actor wrote on Twitter. The Indian embassy in Russia's capital responded to his tweet and said that they were looking into the issue. ",
"If I don't get an award, that award is at loss: SRK","While speaking about winning awards for his films, Shah Rukh Khan said, ""If I don't get an award, that award is at a loss."" ""Sometimes, the prestige of an award increases when I receive it,"" the actor jokingly added. Shah Rukh further said that he was ""extremely ambitious"" but in a ""fair manner"". ",
Actress Patralekhaa to make her Kannada film debut ,"Actress Patralekhaa will make her debut in the Kannada film industry with the action-comedy film 'Where is my Kannadaka?' ""I can definitely say that itâs a kind of role that I havenât portrayed on screen so far and that makes it special for me,"" the actress said in a statement. Shooting for the film will reportedly begin in April.",
"Gmail faces temporary global outage, users face '404 error'","Gmail on Tuesday faced a global outage, which also affected India, wherein certain users complained they faced a '404 error' message while trying to sign-in to their accounts. The error message read: ""The requested URL was not found on this server. That's all we know."" Google responded saying ""problem with Gmail should be resolved (now). We apologise for the inconvenience"".",
Decide about an alliance within 15 days: Uddhav to BJP,"Shiv Sena chief Uddhav Thackeray has asked the BJP to decide about the alliance with the Sena within 15 days and said the BJP should make a concrete proposal on the alliance. Thackeray added that only if the BJP agrees to Sena's terms and conditions, the party will agree for an alliance. Sena is free to fight independently, he said. ",
"Grand alliance, if wins, will see a new PM every day: Shah","BJP President Amit Shah on Wednesday took a dig at the Opposition's proposed grand alliance saying if the ""mahagathbandhan comes to power, each opposition leader will be a Prime Minister every day of the week"". He added, ""[The] country will go on...holiday on Sunday"". He said the Opposition is thinking about leading the country but does not have a leader.",
Demonetisation made homes affordable for youth: PM Modi,"Prime Minister Narendra Modi on Wednesday said his government's demonetisation decision made houses affordable for the aspiring youth. He added decisions like demonetisation and RERA have put a check on black money that used to be ""parked in the real estate sector"". He said 'UDAN' (Ude Desh ka Aam Nagrik) scheme has boosted the development of the country's aviation sector.",
Bosch makes its 1st India investment in IISc spinoff SimYog,"German multinational engineering and electronics firm Bosch has made its first investment in India in Bengaluru-based deep-tech startup SimYog. SimYog has raised about â¹6.3 crore in the funding round, with participation from early-stage venture capital firm Ideaspring Capital. Incubated at the Indian Institute of Science (IISc), it provides design and sign-off tools for automotive electronics.",
Mumbai's talent tech startup Shortlist raises $2 million,"Mumbai-headquartered talent technology startup Shortlist has raised $2 million in a Series A round of funding. The round was led by Blue Haven Initiative, with participation from Compass Venture Capital, Zephyr Acorn among others. Founded by Simon Desjardins, Paul Breloff and Matt Schnuck, Shortlist screens candidates using predictive chat-based interviews and online competency-based assessments.",
"MIT makes pill that expands in stomach to track cancer, ulcer","MIT engineers have developed a jelly-like ingestible pill that expands inside the stomach and can be used to monitor conditions like cancers and ulcers for up to a month. The pill, made using two types of hydrogels, is embedded with a sensor that continuously tracks the stomach's temperature. It can be removed by drinking a calcium-ion solution that shrinks it.",
Brain signals converted directly into speech using AI: Study,"New York's Columbia University neuro-engineers claim to have developed a system that can convert human brain signals directly into speech using artificial intelligence. Researchers revealed a computer algorithm 'vocoder' was used. ""This is the same technology used by Amazon Echo and Apple Siri to give verbal responses to our questions,"" senior author of the study Nima Mesgarani said.",
IIT Roorkee tests device to generate electricity from river flow,"A team of IIT-Roorkee scientists is testing a floating device that can generate electricity from flowing surface water of rivers. Instead of using water falling from height to turn turbines like in traditional dams, the prototype uses velocity of flowing river, professor RP Saini said. ""Flowing water can generate hundred times more power than wind of same velocity,"" Saini added.",
US woman carrying baby dies after falling down stairs in subway,"A 22-year-old woman died after she fell down a flight of stairs in a New York City subway station while carrying her one-year-old baby in a pram. The station where she died didn't have elevators. Only about a quarter of New York City's 472 subway stations have elevators, making the rest inaccessible to people in wheelchairs and parents carrying prams.",
